Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
EOP EN050 A8,ENG Lang Prog,Staff,0,Other,0,20,IEC,B09B,IEC,B09B,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 A9,ENG Lang Prog,Staff,0,Other,0,20,IEC,B11,IEC,B11,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 B1,ENG Lang Prog,Staff,0,Other,0,20,IEC,B12,IEC,B12,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 B2,ENG Lang Prog,Staff,0,Other,0,20,IEC,B09A,IEC,B09A,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN050 B3,ENG Lang Prog,Staff,0,Other,0,20,IEC,B10,IEC,B10,"M,Tu,W,Th,F", 9:00am, 4:00pm,,46200,1/20/2016,4/22/2016
EOP EN060 A1,12 Wk Core Engl,Staff,0,Other,0,20,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,1/20/2016,4/22/2016
EOP EN060 A2,12 Wk Core Engl,Staff,0,Other,0,20,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,1/20/2016,4/22/2016
EOP EN060 A3,12 Wk Core Engl,Staff,0,Other,0,20,FLR,122,CGS,121,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,1/20/2016,4/22/2016
EOP EN060 A4,12 Wk Core Engl,Staff,0,Other,0,20,FLR,133,SHA,201,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,1/20/2016,4/22/2016
EOP EN060 A5,12 Wk Core Engl,Staff,0,Other,0,20,CAS,221,CAS,B06B,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,1/20/2016,4/22/2016
EOP EN071 A2,Sabic,Staff,0,Other,0,75,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am,12:00pm,,46200,4/25/2016,6/3/2016
EOP EN072 A1,Celop Pre Cours,Staff,0,Other,0,75,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 9:00am,12:00pm,Dummy Sec- LECP,46200,1/20/2016,4/22/2016
EOP EN081 A1,Pt Englsh-Day/1,Staff,0,Other,0,50,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 1:30pm, 4:00pm,Dummy Section,46200,1/20/2016,4/22/2016
EOP EN082 A1,Pt Englsh-Day/2,Staff,0,Other,0,50,EOP,ARR,EOP,ARR,"M,Tu,W,Th,F", 1:30pm, 4:00pm,Dummy Section,46200,1/20/2016,4/22/2016
GMS AN811 A1,Cognitive Neuro,Moss,4,Independent,3,25,CAS,326,CAS,324,"Tue,Thu", 3:30pm, 5:30pm,Mts w/GRS BI756 MEETS ON MAIN CAMPUS,57040,1/19/2016,4/28/2016
GMS MA630 A1,MED Anth/Biomed,Barnes,3,Independent,6,30,FLR,122,,,Mon, 3:00pm, 5:50pm,,,1/25/2016,4/25/2016
GMS MA677 A1,Topics: MED Ant,Ostrach,3,Independent,11,30,CGS,313,,,Thu,12:00pm, 3:00pm,,57040,1/21/2016,4/28/2016
GMS MA680 A1,Cult/Migr/Mhlth,Laird,3,Independent,9,30,MCS,B19,,,Thu, 3:00pm, 5:50pm,,,1/21/2016,4/28/2016
GMS NE701 A1,Prin of Neuro 2,Moss,4,Independent,0,14,CAS,326,CAS,324,Tue, 3:30pm, 5:30pm,Mts w/GMS AN811 Mts w/GRS BI756,57040,1/19/2016,5/5/2016
,,,,,,,GMS,ARR,GMS,ARR,Thu, 3:00pm, 5:30pm,,,,
GMS OH731 A1,Physiologya/Dnt,Lehman,2,Independent,1,21,,,,,Arranged,,,Refer to DMD Schedule,,1/4/2016,2/5/2016
GMS PS802 A1,Internal MED 2,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS803 A1,Primary Care 1,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS804 A1,Primary Care 2,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS805 A1,Emergency MED,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS806 A1,Pediatrics,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS807 A1,Psychiatry,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS808 A1,Ob/Gyn,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS809 A1,Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS870 A1,Pa Profession,Hillenberg,2,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS901 A1,Intervent Rad,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS902 A1,Lab Medicine,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS903 A1,Radiology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS904 A1,Anesthesia,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS905 A1,Medical Icu,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS906 A1,Surgical Icu,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS910 A1,Cardiac Cath,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS911 A1,Cardiology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS912 A1,Eps-Cardiology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS913 A1,Dermatology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS914 A1,Emerg MED Elect,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS915 A1,Endocrinology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS916 A1,Gi,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS917 A1,Global Health,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS918 A1,Hematology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS919 A1,Hospitalist,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS920 A1,Infectious Dis,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS921 A1,Im Sub-I,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS922 A1,Nephrology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS923 A1,Neurology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS924 A1,Oncology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS925 A1,Pc Sub-I,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS926 A1,Pulmonary MED,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS927 A1,Rheumatology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS928 A1,Women's Health,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS929 A1,Arranged Clerk,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS930 A1,Psych Sub-I,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS931 A1,Geriatrics,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS950 A1,Neonatal Icu,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS951 A1,Peds Endocrine,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS952 A1,Peds Heme-Onc,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS953 A1,Peds Ortho,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS954 A1,Peds Sub-I,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS955 A1,Peds Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS960 A1,Bariatric Surg,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS961 A1,Cardiac Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS962 A1,Hand Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS963 A1,Neurosurgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS964 A1,Ophthalmology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS965 A1,Orthopaedics,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/19/2016,4/29/2016
GMS PS966 A1,Otolaryngology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS967 A1,Plastic Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS968 A1,Onc Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS969 A1,Transplant Surg,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS970 A1,Trauma Surgery,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS971 A1,Urology,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GMS PS972 A1,Vascular Surg,Hillenberg,4,Independent,0,36,,,,,Arranged,,,,,1/4/2016,4/29/2016
GRS AA808 A1,S: Minorty Grps,Grundy,4,Independent,0,3,SOC,241,SOC,241,Thu, 9:30am,12:30pm,Mts w/GRS SO808 Mts w/CAS AA408 Mts w/CAS SO408,20310,1/21/2016,4/28/2016
GRS AA882 A1,Rel Precol Afr,Thornton,4,Independent,0,4,AAS,101,AAS,101,"Tue,Thu", 2:00pm, 3:30pm,,20310,1/19/2016,4/28/2016
GRS AA885 A1,Atlantic Hist,Thornton,4,Independent,1,5,AAS,101,AAS,101,"Tue,Thu",11:00am,12:30pm,Mts w/CAS AA385 Mts w/GRS HI750 Mts w/CAS HI350,20310,1/19/2016,4/28/2016
GRS AH699 B1,Teachng Coll Ah,Becker,2,Independent,1,10,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 B2,Teachng Coll Ah,Barrett,2,Independent,1,10,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 H1,Teachng Coll Ah,Hochhausl,2,Independent,2,5,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 K1,Teachng Coll Ah,Kleiner,2,Independent,0,5,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 M1,Teachng Coll Ah,Moore,2,Independent,0,5,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 M2,Teachng Coll Ah,Martin,2,Independent,0,1,,,,,Arranged,,,"WebReg Restricted, Permission Required",20208,1/19/2016,4/29/2016
GRS AH699 R1,Teachng Coll Ah,Ribner,2,Independent,6,5,,,,,Arranged,,,Class Full,20208,1/19/2016,4/29/2016
GRS AH699 R3,Teachng Coll Ah,Reyes,2,Independent,0,10,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 S2,Teachng Coll Ah,Sichel,2,Independent,1,5,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 S3,Teachng Coll Ah,Scrivano,2,Independent,Cancelled,Cancelled,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 T1,Teachng Coll Ah,Tseng,2,Independent,0,10,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 W2,Teachng Coll Ah,Williams,2,Independent,1,5,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH699 Z1,Teachng Coll Ah,Zell,2,Independent,0,10,,,,,Arranged,,,,20208,1/19/2016,4/29/2016
GRS AH726 A1,Col Arts Japan,Tseng,4,Independent,5,14,CAS,303A,CAS,303A,Tue,12:30pm, 2:30pm,,,1/19/2016,4/26/2016
GRS AH802 A1,Sem A-H Writing,Cranston,4,Independent,5,14,CAS,303A,CAS,303A,Thu, 9:00am,11:00am,,,1/21/2016,4/28/2016
GRS AH846 A1,Sem Rmsq/Gothic,Kahn,4,Independent,7,14,CAS,320,CAS,320,Wed, 1:00pm, 3:00pm,,20208,1/20/2016,4/27/2016
GRS AH887 A1,Sem Amer Art,Barrett,4,Independent,7,14,CAS,303A,CAS,303A,Tue, 3:30pm, 5:30pm,,,1/19/2016,4/26/2016
GRS AH895 W1,Sem 20C Art,Williams,4,Independent,4,14,CAS,303A,CAS,303A,Wed,10:00am,12:00pm,,20208,1/20/2016,4/27/2016
GRS AH982 X1,Cert Ft Study,,0,Other,11,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Consent",20208,1/19/2016,4/29/2016
GRS AH984 X1,Cont Study Pt,,0,Other,2,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Consent",20208,1/19/2016,4/29/2016
GRS AH986 X1,Cont Study Cft,,0,Other,17,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Consent",20208,1/19/2016,4/29/2016
GRS AL982 X1,Cert Study Ft,TBA,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Certified full-time study status.",20222,1/19/2016,4/29/2016
GRS AL984 X1,Cont Study Pt,TBA,0,Other,0,20,,,,,Arranged,,,"WebReg Restricted, Permission Required, by permission",20222,1/19/2016,4/29/2016
GRS AL986 X1,Cont Study Cft,,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Full-time continuing study status.",20222,1/19/2016,4/29/2016
GRS AM699 A1,Teachng Coll Am,Staff,2,Independent,0,25,,,,,Arranged,,,"WebReg Restricted, Permission Required",20228,1/19/2016,4/29/2016
GRS AM699 S1,Teachng Coll Am,Silber,2,Independent,0,1,,,,,Arranged,,,"WebReg Restricted, Permission Required",20228,1/19/2016,4/29/2016
GRS AM735 A1,American Cultur,Moore,4,Independent,2,15,HIS,110,HIS,110,Mon, 1:00pm, 4:00pm,"WebReg Restricted, Permission Required, Req. of AMNESP 1st year grads",20228,1/25/2016,4/25/2016
GRS AM982 X1,Cert Ft Study,TBA,0,Other,0,999,,,,,Arranged,,,WebReg Restricted,20228,1/19/2016,4/29/2016
GRS AM984 X1,Cont Study Pt,TBA,0,Other,0,999,,,,,Arranged,,,WebReg Restricted,20228,1/19/2016,4/29/2016
GRS AM986 X1,Cont Study Cft,TBA,0,Other,1,999,,,,,Arranged,,,"WebReg Restricted, Consent",20228,1/19/2016,4/29/2016
GRS AN699 A7,Teachng Coll an,Arkin,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 C1,Teachng Coll an,Cartmill,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 D1,Teachng Coll an,TBA,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 H1,Teachng Coll an,Hefner,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 H2,Teachng Coll an,Hodges-Simeo,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 K1,Teachng Coll an,TBA,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 K3,Teachng Coll an,Knott,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 O1,Teachng Coll an,TBA,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 S1,Teachng Coll an,TBA,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Teaching",20226,1/19/2016,4/29/2016
GRS AN699 S3,Teachng Coll an,Smith-Hefner,2,Independent,0,10,,,,,Arranged,,,For Teaching,20226,1/19/2016,4/29/2016
GRS AN704 A1,Contempary-Anth,Hefner,4,Independent,5,15,ARR,ARR,ARR,ARR,Mon, 1:00pm, 4:00pm,Meets at 10 Lenox St. 1st Fl at CURA,20226,1/25/2016,4/25/2016
GRS AN705 A1,Prosem:Bio&Hist,Cartmill,4,Independent,4,15,PLS,102,PLS,102,Thu, 4:00pm, 7:00pm,,20226,1/19/2016,4/29/2016
GRS AN707 A1,Turk&Me Perspec,White,4,Independent,1,5,MUG,205,CAS,B06B,"Tue,Thu",11:00am,12:30pm,Mts w/AN307A1 Mts w/CAS AN307,20226,1/19/2016,4/28/2016
GRS AN716 A1,Cul Anthro Eur,Arkin,4,Independent,0,5,CAS,213,CAS,222,"Mon,Wed,Fri",10:00am,11:00am,mts w/AN316A1,20226,1/20/2016,4/29/2016
GRS AN717 A1,Middle East,White,4,Independent,Cancelled,Cancelled,,,,,"Tue,Thu", 2:00pm, 3:30pm,meets w/AN317A1,,1/19/2016,4/28/2016
GRS AN731 A1,Human Origins,Schmitt,4,Independent,1,5,CAS,B18A,,,"Mon,Wed,Fri", 2:00pm, 3:00pm,Mts w/CAS AN331,,1/20/2016,4/29/2016
GRS AN736 A1,Prim Evol Econ,Schmitt,4,Independent,1,5,CAS,B36,CAS,B18A,"Mon,Wed,Fri",11:00am,12:00pm,Mts w/CAS AN336,,1/20/2016,4/29/2016
GRS AN760 A1,Nomads,Barfield,4,Independent,0,5,CAS,235,CAS,201,"Tue,Thu", 9:30am,11:00am,Mts w/CAS AN360,,1/19/2016,4/28/2016
GRS AN784 A1,Grad Anth Relig,Korom,4,Independent,0,3,CAS,315,CAS,315,"Tue,Thu", 9:30am,11:00am,Mts w/GRS RN687 Mts w/CAS RN387 Mts w/STH TX887 Mts w/CAS AN384,20226,1/19/2016,4/28/2016
GRS AN982 X1,Cert Ft Study,TBA,0,Other,0,999,,,,,Arranged,,,"Permission Required, Consent",20226,1/19/2016,4/29/2016
GRS AN984 X1,Cont Study Pt,TBA,0,Other,0,999,,,,,Arranged,,,"Permission Required, Consent",20226,1/19/2016,4/29/2016
GRS AN986 X1,Cont Study Cft,,0,Other,0,999,,,,,Arranged,,,"Permission Required, Consent",20226,1/19/2016,4/29/2016
GRS AR699 B1,Teachng Coll Ar,Beaudry,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 B2,Teachng Coll Ar,Bard,2,Independent,1,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 B4,Teachng Coll Ar,Berlin,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 C1,Teachng Coll Ar,Carballo,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 D1,Teachng Coll Ar,Danti,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 E1,Teachng Coll Ar,Elia,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 M1,Teachng Coll Ar,Marston,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 M2,Teachng Coll Ar,Murowchick,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 R1,Teachng Coll Ar,Runnels,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Teaching",20231,1/19/2016,4/29/2016
GRS AR699 R2,Teachng Coll Ar,Roosevelt,2,Independent,0,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 S1,Teachng Coll Ar,Saturno,2,Independent,1,10,,,,,Arranged,,,"WebReg Restricted, Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR699 W1,Teachng Coll Ar,West,2,Independent,0,10,,,,,Arranged,,,"Permission Required, For Tfs Only",20231,1/19/2016,4/29/2016
GRS AR701 A1,Int Hist of Arc,Runnels,4,Independent,1,10,STO,243,STO,243,Mon,12:00pm, 3:00pm,,,1/25/2016,4/25/2016
GRS AR747 A1,Egypt/Ne Africa,Bard,4,Independent,0,10,CAS,214,CAS,204B,"Tue,Thu",11:00am,12:30pm,MTS W/CAS AR347,,1/19/2016,4/28/2016
GRS AR790 A1,Archae Se Asia,Murowchick,4,Independent,0,10,CAS,228,CAS,220,"Tue,Thu", 9:30am,11:00am,mts w/CAS AR390,20231,1/19/2016,4/28/2016
GRS AR805 A1,US Herit Mgmt,Elia,4,Independent,Cancelled,Cancelled,,,STO,243,Thu,11:00am, 2:00pm,,,1/21/2016,4/28/2016
GRS AR982 X1,Cert Ft Study,,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required",20231,1/19/2016,4/29/2016
GRS AR984 X1,Cont Study Pt,,0,Other,1,999,,,,,Arranged,,,"WebReg Restricted, Permission Required",20231,1/19/2016,4/29/2016
GRS AR986 X1,Cont Study Ft,,0,Other,2,999,,,,,Arranged,,,"WebReg Restricted, Permission Required",20231,1/19/2016,4/29/2016
GRS AS699 A1,Teachng Coll As,Staff,2,Independent,0,10,,,,,Arranged,,,A1 for pending TF assignments,20201,1/19/2016,4/29/2016
GRS AS699 B1,Teachng Coll As,Bania,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 B2,Teachng Coll As,Blanton,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 B3,Teachng Coll As,Brainerd,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 C1,Teachng Coll As,Clarke,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 C2,Teachng Coll As,Clemens,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 E1,Teachng Coll As,Espaillat,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 H1,Teachng Coll As,Hudon,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 H2,Teachng Coll As,Hughes,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 J1,Teachng Coll As,Jackson,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 M1,Teachng Coll As,Marscher,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 M2,Teachng Coll As,Martinis,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 M3,Teachng Coll As,Mendillo,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 M4,Teachng Coll As,Muirhead,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 O1,Teachng Coll As,Opher,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 O2,Teachng Coll As,Oppenheim,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 W1,Teachng Coll As,West,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS699 W2,Teachng Coll As,Withers,2,Independent,0,5,,,,,Arranged,,,,20201,1/19/2016,4/29/2016
GRS AS725 A1,Gravit Astrophy,Espaillat,4,Independent,1,25,CAS,502,CAS,502,"Tue,Thu", 9:30am,11:00am,,,1/19/2016,4/28/2016
GRS AS726 A1,Cosmic Gasdynam,Hughes,4,Independent,0,25,CAS,502,CAS,502,"Mon,Wed", 9:30am,11:00am,,,1/20/2016,4/27/2016
GRS AS753 A1,Galax&Milky Way,West,4,Independent,Cancelled,Cancelled,,,CAS,502,Wed, 2:00pm, 3:30pm,,,1/20/2016,4/29/2016
,,,,,,,,,,,Fri, 9:30am,11:00am,,,,
GRS AS781 A1,Planetary Atmos,Withers,4,Independent,0,25,CAS,502,CAS,502,"Tue,Thu", 2:00pm, 3:30pm,,,1/19/2016,4/28/2016
GRS AS851 A1,Astrophys Semin,TBA,2,Independent,0,25,CAS,502,CAS,502,Mon, 3:30pm, 5:00pm,,20201,1/22/2016,4/29/2016
,,,,,,,CAS,502,CAS,502,Fri, 3:30pm, 4:30pm,,,,
GRS AS866 A1,Space Phys Sem,Moore,2,Independent,1,25,CAS,502,CAS,502,Thu, 4:00pm, 5:30pm,,20201,1/21/2016,4/28/2016
,,,,,,,CAS,502,CAS,502,Mon,12:00pm, 1:00pm,,,,
GRS AS982 X1,Cert Ft Study,,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Consent",20201,1/19/2016,4/29/2016
GRS AS984 X1,Cont Study Pt,,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Stamped Approva Consent",20201,1/19/2016,4/29/2016
GRS AS986 X1,Cont Study Cft,,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Permission Required, Consent",20201,1/19/2016,4/29/2016
GRS BF982 X1,Cert Ft Study,TBA,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Certified full-time study status.",24314,1/19/2016,4/29/2016
GRS BF984 X1,Cont Study Pt,TBA,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Part-time continuing study status.",24314,1/19/2016,4/29/2016
GRS BF986 X1,Cont Study Ft,TBA,0,Other,0,999,,,,,Arranged,,,"WebReg Restricted, Full-time continuing study status.",24314,1/19/2016,4/29/2016
GRS BI610 A1,Develop Biol,Bradham,4,Lecture,2,10,COM,215,COM,213,"Tue,Thu", 2:00pm, 3:30pm,Mts w/CAS BI410,20202,1/19/2016,4/28/2016
GRS BI610 B1,Develop Biol,Bradham,0,Discussion,1,5,PSY,B40,PSY,B40,Wed, 2:00pm, 3:00pm,Mts w/CAS BI410,20202,1/20/2016,4/27/2016
GRS BI610 B2,Develop Biol,Bradham,0,Discussion,1,5,PSY,B40,PSY,B40,Wed, 3:00pm, 4:00pm,Mts w/CAS BI410,20202,1/20/2016,4/27/2016
